CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
15602985,Allen,532.0,Spain,Female,47,9.0,59278.74,1,1,1,108780.73,0
15602986,Nguyen,645.0,Spain,Male,52,8.0,121178.59,1,0,1,175247.98,1
15602987,Flores,634.0,Spain,Female,38,5.0,0.0,1,1,1,132332.83,0
15602988,Rivera,574.0,Spain,Female,57,4.0,62960.69,2,1,0,52445.11,0
15602989,Perez,734.0,France,Female,41,9.0,51045.32,1,1,1,85796.2,0
15602990,Thompson,644.0,France,Female,64,4.0,0.0,2,1,1,60806.45,0
15602991,Young,752.0,France,Male,71,10.0,160802.98,2,0,1,67027.39,0
15602992,Martinez,631.0,France,Male,65,4.0,0.0,2,1,1,88713.44,0
15602993,Nelson,648.0,France,Male,67,6.0,0.0,2,0,1,42143.86,0
15602994,Hill,596.0,France,Female,51,5.0,136014.35,2,1,1,126056.09,0
15602995,Young,649.0,France,Male,40,8.0,127883.36,1,1,0,70264.93,0
15602996,Thomas,718.0,Germany,Female,70,8.0,166572.44,1,0,0,3676.99,1
15602997,Moore,611.0,Spain,Female,47,1.0,110635.48,1,1,0,39494.23,0
15602998,Perez,700.0,Spain,Male,54,9.0,76843.98,2,1,1,197344.05,0
15602999,King,572.0,Germany,Female,44,1.0,127218.62,1,1,0,162678.31,1
15603000,Hill,723.0,France,Male,43,8.0,0.0,1,1,0,98371.4,0
15603001,King,594.0,France,Male,58,7.0,57170.91,1,1,0,167344.09,0
15603002,Campbell,732.0,France,Female,56,6.0,60398.42,1,1,1,62783.05,0
15603003,Carter,656.0,Spain,Male,38,0.0,0.0,1,1,1,71217.09,0
15603004,Scott,796.0,France,Male,48,9.0,45069.62,2,0,1,104186.01,1
15603005,Jackson,539.0,Germany,Female,84,7.0,0.0,2,1,0,42917.52,0
15603006,Robinson,508.0,France,Female,62,6.0,69624.0,1,1,1,163732.68,0
15603007,Perez,591.0,France,Female,47,2.0,79333.69,1,0,0,93872.46,0
15603008,Young,517.0,Spain,Male,50,8.0,101490.88,1,0,0,19567.14,0
15603009,Green,517.0,France,Male,55,2.0,0.0,1,1,0,46421.03,1
15603010,Jackson,710.0,Spain,Male,50,4.0,0.0,2,1,1,113377.22,0
15603011,Sanchez,650.0,Spain,Male,75,3.0,85718.32,1,1,0,120824.71,0
15603012,Williams,604.0,Germany,Female,61,4.0,0.0,1,1,1,152897.51,0
15603013,Torres,613.0,Spain,Male,31,10.0,0.0,1,1,0,80447.63,0
15603014,Harris,593.0,France,Female,65,8.0,99451.61,2,1,0,135985.46,0
15603015,Thompson,808.0,France,Male,67,7.0,125633.08,2,1,1,45687.71,0
15603016,Clark,579.0,Spain,Male,61,7.0,49318.36,1,1,1,122492.41,0
15603017,Hernandez,523.0,France,Male,63,8.0,0.0,2,1,0,77338.81,0
15603018,Robinson,726.0,France,Male,74,8.0,156044.68,2,1,1,156314.42,0
15603019,Nguyen,629.0,France,Male,64,8.0,40898.28,1,0,0,179390.79,0
15603020,Moore,846.0,Spain,Female,42,0.0,89050.28,1,1,0,148273.71,0
15603021,Miller,599.0,France,Female,81,9.0,0.0,1,1,0,125174.75,0
15603022,Martin,731.0,Germany,Female,37,3.0,0.0,1,1,1,25534.29,1
15603023,Martinez,754.0,France,Male,61,1.0,62177.65,1,1,0,130031.35,0
15603024,Jackson,600.0,France,Female,57,2.0,0.0,1,0,0,108263.91,0
15603025,Young,579.0,France,Female,49,10.0,0.0,2,1,0,5837.2,0
15603026,Garcia,721.0,France,Male,67,9.0,50288.14,2,1,1,24993.39,0
15603027,Nguyen,705.0,France,Female,53,4.0,177273.73,2,1,0,68773.36,0
15603028,Lopez,515.0,Spain,Female,61,10.0,96772.87,2,1,0,96434.49,0
15603029,Hall,542.0,France,Female,41,6.0,0.0,2,0,0,184288.75,0
15603030,Torres,,France,Female,70,9.0,0.0,2,1,0,39323.62,0
15603031,Wilson,707.0,France,Male,68,8.0,0.0,1,1,0,9885.11,0
15603032,Lewis,625.0,France,Male,55,2.0,0.0,1,1,0,147093.89,0
15603033,Garcia,634.0,Germany,Male,45,9.0,0.0,2,1,0,145419.12,0
15603034,Jones,488.0,France,Male,71,10.0,0.0,2,1,0,156069.45,0
15603035,Mitchell,545.0,Germany,Male,37,5.0,0.0,2,1,0,153422.33,0
15603036,Green,604.0,France,Male,56,3.0,0.0,1,1,0,120945.74,1
15603037,Davis,585.0,France,Female,51,5.0,86600.25,3,1,0,100428.92,1
15603038,Anderson,661.0,Germany,Male,60,9.0,73977.21,2,1,1,24962.75,0
15603039,Martinez,706.0,France,Female,51,4.0,82896.67,2,1,1,171203.6,0
15603040,Martin,850.0,Germany,Female,67,0.0,64617.04,2,0,0,146504.11,0
15603041,Anderson,648.0,France,Male,42,0.0,50010.7,1,0,1,163362.72,0
15603042,Taylor,757.0,France,Male,71,8.0,61939.25,1,0,0,199912.34,0
15603043,Clark,570.0,Germany,Female,53,7.0,70470.44,2,1,0,194545.13,0
15603044,Martinez,489.0,France,Female,49,2.0,0.0,1,1,1,51197.69,0
15603045,Hall,616.0,Germany,Male,60,7.0,69430.32,1,1,1,171124.94,0
15603046,Torres,497.0,Germany,Female,66,3.0,0.0,2,0,1,142046.41,1
15603047,Hill,651.0,France,Male,52,5.0,97783.24,1,1,1,179753.41,0
15603048,Rodriguez,575.0,France,Female,53,2.0,0.0,2,0,0,193575.91,0
15603049,Scott,462.0,Germany,Female,46,0.0,0.0,2,1,0,73786.79,1
15603050,Adams,817.0,France,Male,37,9.0,75450.04,1,1,1,96065.69,0
15603051,Rodriguez,598.0,Spain,Female,48,6.0,0.0,1,1,1,28961.6,0
15603052,Nguyen,,France,Male,55,10.0,146853.58,1,1,1,1461.45,1
15603053,Moore,736.0,France,Male,50,1.0,95000.83,1,1,1,166776.58,0
15603054,Flores,580.0,Spain,Male,50,4.0,30446.02,1,0,1,178087.44,1
15603055,White,755.0,Spain,Female,42,4.0,0.0,2,0,1,24998.31,0
15603056,Green,580.0,Spain,Female,44,0.0,182964.57,2,1,1,28813.01,0
15603057,Davis,598.0,Spain,Female,42,8.0,0.0,1,1,0,28862.82,0
15603058,Martin,683.0,France,Female,55,10.0,0.0,1,1,1,65048.81,0
15603059,Wilson,707.0,France,Male,60,2.0,32914.23,1,1,1,185310.12,0
15603060,Gonzalez,724.0,France,Female,56,9.0,0.0,2,1,0,85909.43,0
15603061,Thomas,641.0,France,Male,61,10.0,55569.77,1,1,0,125664.42,1
15603062,Martin,701.0,France,Female,43,4.0,77496.33,1,1,1,57907.62,0
15603063,Miller,722.0,Spain,Male,54,7.0,64358.69,1,0,1,11829.93,0
15603064,Scott,669.0,France,Female,49,4.0,78409.06,2,1,0,89235.66,0
15603065,Ramirez,636.0,France,Female,52,2.0,0.0,2,1,0,92221.17,0
15603066,Adams,511.0,Spain,Male,39,3.0,105635.82,4,1,0,85745.26,1
15603067,Scott,708.0,France,Male,42,2.0,86734.23,1,1,1,46189.17,0
15603068,Davis,654.0,Germany,Male,55,10.0,0.0,1,0,1,76850.6,0
15603069,Brown,610.0,France,Male,46,0.0,40014.75,1,1,0,6281.51,1
15603070,Perez,773.0,France,Male,46,4.0,86011.38,1,1,0,162962.58,0
15603071,Harris,513.0,Germany,Female,51,9.0,0.0,2,1,0,107546.94,1
15603072,Gonzalez,808.0,Spain,Male,61,5.0,86190.67,1,1,0,169574.73,1
15603073,Flores,648.0,Germany,Male,66,0.0,174318.24,2,1,0,168045.97,0
15603074,Robinson,680.0,France,Female,37,4.0,79307.36,1,0,0,137451.02,0
15603075,Nguyen,612.0,France,Female,48,6.0,0.0,1,0,1,85264.01,0
15603076,Garcia,490.0,Spain,Male,57,1.0,0.0,1,0,0,39852.87,0
15603077,Green,637.0,France,Female,60,8.0,68980.6,2,1,1,89303.42,0
15603078,Hernandez,682.0,Spain,Female,65,7.0,0.0,1,1,1,114599.66,0
15603079,Thompson,715.0,France,Female,59,2.0,0.0,2,0,0,88264.77,0
15603080,Perez,631.0,France,Male,47,8.0,173532.96,3,1,0,154534.06,0
15603081,Adams,440.0,France,Male,56,4.0,75658.97,1,1,0,179707.87,0
15603082,Wilson,502.0,Germany,Male,55,4.0,0.0,1,1,1,175633.27,0
15603083,Gonzalez,847.0,France,Female,41,3.0,123365.13,2,0,0,91379.25,0
15603084,Taylor,545.0,Germany,Female,46,4.0,0.0,1,0,1,175924.0,0
15603085,Jackson,787.0,France,Female,58,8.0,109562.98,1,1,1,97111.0,1
15603086,Martinez,560.0,France,Male,65,0.0,92447.75,1,1,1,69496.19,1
15603087,Rodriguez,632.0,France,Male,48,10.0,0.0,1,1,1,168779.96,1
15603088,Lopez,,Spain,Female,84,8.0,101246.78,1,0,0,138033.18,1
15603089,White,571.0,Germany,Male,32,10.0,79462.67,2,0,0,86058.81,0
15603090,Moore,803.0,France,Male,54,7.0,71054.55,1,1,1,63687.49,0
15603091,Martin,657.0,France,Female,55,0.0,0.0,2,1,1,24236.38,0
15603092,Scott,694.0,Spain,Female,68,8.0,67192.3,1,1,1,52093.36,0
15603093,Gonzalez,624.0,France,Male,46,7.0,38556.92,2,1,1,13459.14,0
15603094,Rivera,713.0,Spain,Female,48,5.0,0.0,1,1,0,79828.26,0
15603095,Nguyen,802.0,Spain,Male,48,6.0,187417.94,2,1,0,74726.97,0
15603096,Rodriguez,637.0,France,Male,67,3.0,77376.62,2,1,1,89018.08,0
15603097,Thomas,816.0,Spain,Male,70,10.0,126215.51,1,1,0,120119.15,0
15603098,Martinez,591.0,Spain,Male,50,9.0,0.0,2,1,1,135709.79,0
15603099,Wilson,723.0,France,Male,44,6.0,0.0,2,1,0,92259.16,0
15603100,Jackson,697.0,France,Male,45,10.0,107049.73,2,1,0,163577.37,0
15603101,Miller,547.0,France,Male,40,5.0,218811.88,2,1,1,51294.89,0
15603102,Smith,671.0,Germany,Male,72,2.0,161533.98,1,1,0,4127.38,0
15603103,Perez,651.0,Spain,Male,54,4.0,0.0,1,0,1,50200.04,0
15603104,Scott,568.0,France,Female,66,10.0,0.0,1,1,1,11536.78,0
15603105,Thomas,684.0,France,Male,51,9.0,52623.02,2,1,1,146107.6,0
15603106,Baker,664.0,France,Male,87,0.0,0.0,2,1,0,87447.97,0
15603107,Jackson,643.0,France,Male,63,7.0,0.0,1,0,0,98528.92,0
15603108,Rivera,643.0,France,Male,58,8.0,74308.5,1,1,0,4174.3,0
15603109,Lopez,641.0,France,Female,61,0.0,0.0,1,0,1,46377.29,0
15603110,Clark,615.0,France,Female,44,6.0,92492.37,1,1,0,56864.0,0
15603111,Hill,663.0,Spain,Male,48,10.0,89224.56,2,1,0,103736.31,0
15603112,Williams,588.0,Spain,Male,66,4.0,0.0,1,1,0,82438.59,0
15603113,Campbell,850.0,France,Male,54,7.0,93628.67,2,1,1,89199.21,0
15603114,Jackson,515.0,Spain,Male,62,4.0,48539.56,1,1,0,42296.74,0
15603115,Harris,594.0,France,Female,51,1.0,141600.53,1,1,0,66405.3,0
15603116,Young,601.0,France,Female,53,4.0,98152.66,2,1,0,66706.37,0
15603117,Allen,846.0,Germany,Female,70,5.0,0.0,1,1,0,87468.56,0
15603118,Johnson,523.0,Spain,Female,56,4.0,58094.0,2,0,0,178642.27,1
15603119,Baker,691.0,France,Female,57,2.0,157556.58,2,0,1,175197.65,0
15603120,Young,674.0,France,Male,53,10.0,0.0,2,0,0,194334.06,1
15603121,Roberts,682.0,Spain,Female,49,6.0,66000.61,1,1,1,179483.12,0
15603122,White,769.0,France,Female,51,7.0,102120.97,1,1,1,114778.09,1
15603123,Walker,767.0,Germany,Male,54,6.0,0.0,2,1,1,86951.76,0
15603124,Thompson,607.0,France,Female,71,3.0,40757.98,1,0,1,42368.84,0
15603125,Hall,669.0,France,Male,54,10.0,0.0,2,1,0,145900.84,1
15603126,Adams,471.0,Spain,Male,68,4.0,0.0,2,0,1,138740.62,0
15603127,Rivera,660.0,Spain,Female,45,0.0,88590.64,2,0,0,81036.38,0
15603128,Sanchez,574.0,France,Male,60,4.0,247299.65,1,1,0,198568.54,0
15603129,Flores,632.0,Germany,Male,36,4.0,46531.44,2,1,0,5788.2,1
15603130,Moore,488.0,Germany,Male,46,4.0,207796.5,1,1,0,134276.71,1
15603131,White,689.0,France,Female,46,2.0,198664.25,1,0,0,43784.38,0
15603132,Hill,487.0,France,Female,49,5.0,89097.92,1,0,1,166729.97,0
15603133,Jones,664.0,France,Female,68,0.0,112625.12,1,1,1,126232.86,0
15603134,Scott,532.0,Spain,Female,37,3.0,0.0,2,1,0,148837.82,0
15603135,Smith,568.0,Spain,Male,70,8.0,73040.51,4,0,0,52203.86,1
15603136,Robinson,761.0,France,Female,36,7.0,97880.06,1,0,0,116238.82,0
15603137,White,706.0,Germany,Male,50,8.0,63029.94,2,1,0,128086.42,1
15603138,White,760.0,France,Male,51,1.0,110514.06,1,1,0,143702.14,0
15603139,Harris,800.0,Germany,Female,76,10.0,91005.6,1,1,0,134863.23,0
15603140,Harris,576.0,Germany,Male,63,2.0,0.0,2,1,1,52050.96,0
15603141,Lee,794.0,France,Female,82,6.0,0.0,1,1,0,134258.96,0
15603142,Thompson,509.0,France,Male,85,10.0,0.0,1,0,0,177576.67,0
15603143,Lewis,722.0,France,Female,68,2.0,148057.04,1,0,0,193928.13,1
15603144,Hill,603.0,Germany,Male,46,1.0,0.0,1,1,1,72779.89,0
15603145,Ramirez,561.0,France,Female,59,3.0,0.0,1,0,1,81889.88,0
15603146,Allen,709.0,Germany,Female,55,0.0,236809.42,2,0,1,65412.78,0
15603147,Adams,741.0,France,Male,48,6.0,90522.74,2,1,0,155682.3,0
15603148,Roberts,738.0,France,Female,67,8.0,0.0,2,0,0,87280.37,0
15603149,Garcia,671.0,Germany,Female,40,6.0,0.0,2,1,0,9133.26,0
15603150,Scott,663.0,France,Male,44,2.0,33706.43,2,1,1,147745.96,0
15603151,Lopez,701.0,Spain,Female,37,0.0,0.0,1,1,0,176587.83,0
15603152,Martinez,679.0,France,Male,43,3.0,0.0,1,0,1,138248.41,0
15603153,Flores,702.0,France,Female,45,10.0,76613.6,3,0,0,8363.31,0
15603154,Brown,670.0,France,Male,52,4.0,93946.94,2,1,0,29208.97,0
15603155,Nelson,731.0,France,Female,68,10.0,100736.86,1,0,1,51499.39,0
15603156,Hill,494.0,Spain,Male,48,10.0,48153.56,2,1,1,81780.34,0
15603157,Roberts,637.0,France,Female,68,8.0,0.0,2,0,0,172461.9,0
15603158,King,517.0,France,Female,85,2.0,103767.32,1,1,0,152339.07,1
15603159,Baker,677.0,France,Female,71,2.0,0.0,2,0,0,89766.22,1
15603160,Garcia,808.0,Spain,Female,44,1.0,0.0,1,1,1,123296.63,0
15603161,Hall,604.0,Germany,Female,47,3.0,0.0,3,0,1,161683.6,0
15603162,Rodriguez,662.0,Spain,Male,68,5.0,80231.0,1,0,0,150191.12,0
15603163,Thomas,723.0,Germany,Male,46,7.0,54873.79,2,0,0,146358.99,1
15603164,Miller,451.0,France,Female,55,0.0,33130.0,1,1,1,19719.26,0
15603165,Lee,600.0,France,Female,60,,80308.23,2,0,0,148027.33,1
15603166,Nguyen,685.0,Spain,Male,64,3.0,0.0,2,1,1,178973.61,0
15603167,Wilson,372.0,France,Female,57,4.0,69154.26,1,0,0,7544.42,1
15603168,Adams,556.0,Spain,Male,42,6.0,0.0,1,1,0,57665.78,0
15603169,Walker,756.0,Germany,Female,49,7.0,0.0,1,0,1,184495.84,1
15603170,Young,746.0,France,Male,71,10.0,0.0,1,1,1,76773.28,1
15603171,Campbell,686.0,Germany,Female,54,0.0,0.0,1,1,0,74559.86,0
15603172,Perez,735.0,France,Male,80,1.0,120254.84,2,0,0,118817.82,0
15603173,Moore,671.0,Spain,Male,57,1.0,71115.41,2,1,1,104421.47,0
15603174,Roberts,703.0,France,Female,40,3.0,107651.57,1,0,1,165517.92,0
15603175,Ramirez,620.0,Spain,Male,45,0.0,87907.94,1,0,1,5671.99,0
15603176,Walker,661.0,France,Male,62,4.0,36844.4,2,0,1,137689.36,0
15603177,Anderson,589.0,Germany,Female,72,2.0,70540.2,1,1,1,80047.89,1
15603178,Hernandez,771.0,Germany,Female,56,5.0,61488.78,1,0,1,90980.93,0
15603179,Rodriguez,796.0,Spain,Female,56,5.0,0.0,1,1,0,98635.54,0
15603180,Lopez,782.0,Spain,Male,59,7.0,61005.37,1,1,1,160071.69,0
15603181,Martinez,611.0,Spain,Male,61,9.0,120818.29,1,1,0,112576.13,1
15603182,Nguyen,558.0,Spain,Female,47,1.0,89887.17,2,1,1,49402.39,0
15603183,Williams,773.0,Spain,Female,37,1.0,0.0,1,0,0,64259.35,1
15603184,Young,702.0,Spain,Female,62,7.0,54181.67,1,1,0,167957.96,0
15603185,Mitchell,682.0,Germany,Male,54,3.0,89933.98,2,0,0,79150.09,0
15603186,Hill,589.0,Spain,Female,59,9.0,0.0,1,1,0,146259.33,1
15603187,Lee,691.0,France,Female,52,0.0,0.0,2,1,0,125215.24,0
15603188,Williams,546.0,Germany,Male,59,1.0,125369.88,1,1,0,57419.69,1
15603189,Adams,711.0,France,Female,44,5.0,0.0,1,0,0,37514.15,1
15603190,Smith,782.0,France,Male,50,5.0,0.0,1,1,1,137794.25,0
15603191,Wright,807.0,Germany,Female,44,0.0,0.0,3,1,1,103807.47,1
15603192,King,718.0,France,Male,50,5.0,0.0,1,1,1,148468.9,0
15603193,Martinez,517.0,France,Female,40,3.0,0.0,2,1,1,144870.81,0
15603194,Torres,669.0,Spain,Female,64,7.0,101869.76,2,1,0,70389.77,1
15603195,Rodriguez,850.0,Germany,Male,75,9.0,50745.83,2,1,1,199519.9,0
15603196,Lopez,567.0,France,Female,41,6.0,153935.33,1,1,0,184929.99,1
15603197,Green,644.0,France,Male,54,10.0,41341.04,1,1,1,89737.89,0
15603198,Carter,786.0,France,Male,52,6.0,0.0,1,1,1,70511.82,0
15603199,Wilson,709.0,France,Female,76,4.0,36459.15,1,1,1,87366.73,1
15603200,Campbell,850.0,France,Female,55,1.0,66800.3,1,1,1,27886.32,1
15603201,Rivera,580.0,France,Male,70,3.0,106722.04,1,1,0,119937.4,0
15603202,Hill,555.0,Germany,Male,63,3.0,0.0,2,1,0,186351.65,0
15603203,Davis,768.0,Spain,Male,58,8.0,131946.97,2,1,1,38877.74,0
15603204,Anderson,535.0,Germany,Male,48,5.0,121695.5,2,1,1,142804.54,0
15603205,King,631.0,Germany,Male,58,7.0,0.0,2,0,0,121239.44,0
15603206,Roberts,644.0,Germany,Male,44,1.0,0.0,1,1,1,33772.74,0
15603207,Green,749.0,Spain,Female,50,4.0,69237.02,2,1,0,100388.55,0
15603208,Perez,709.0,France,Male,36,8.0,75002.61,1,0,1,196410.36,0
15603209,Lopez,694.0,Germany,Female,73,9.0,0.0,2,1,1,60812.31,0
15603210,Carter,611.0,Spain,Male,56,4.0,0.0,2,1,1,190819.19,0
15603211,Wilson,767.0,France,Male,72,4.0,82775.94,1,0,1,100016.19,1
15603212,Moore,850.0,France,Male,56,3.0,69522.72,2,1,1,182717.7,1
15603213,Carter,716.0,France,Male,57,10.0,68483.05,1,1,1,190948.88,1
15603214,Lewis,660.0,France,Female,62,1.0,60854.17,2,0,0,71998.68,0
15603215,Wilson,525.0,Germany,Male,53,9.0,0.0,2,1,1,145882.08,0
15603216,Smith,589.0,France,Male,52,7.0,0.0,1,0,1,131155.51,0
15603217,Perez,629.0,France,Male,50,10.0,109824.9,1,0,0,113801.46,0
15603218,Roberts,599.0,France,Female,44,1.0,0.0,2,0,1,46745.02,0
15603219,Perez,648.0,Germany,Male,50,1.0,209272.03,1,0,0,114629.12,1
15603220,Wright,821.0,France,Male,68,2.0,88573.46,1,0,1,20455.62,0
15603221,Gonzalez,770.0,France,Male,49,2.0,165420.05,1,1,1,147591.82,0
15603222,Hill,635.0,Germany,Female,84,2.0,0.0,2,1,0,187141.03,0
15603223,Hill,534.0,Germany,Female,37,4.0,0.0,1,0,0,59361.54,0
15603224,Walker,778.0,Spain,Male,69,3.0,57228.73,2,0,0,84766.49,0
15603225,Hill,645.0,Spain,Male,51,8.0,0.0,2,0,1,57155.77,0
15603226,Lewis,484.0,France,Male,60,3.0,0.0,1,1,1,81272.63,0
15603227,Jackson,718.0,Germany,Female,45,3.0,0.0,2,1,0,73936.98,0
15603228,Torres,,Spain,Male,38,9.0,72487.2,2,1,1,195931.42,0
15603229,Adams,417.0,Spain,Female,65,2.0,35174.38,1,0,1,4212.62,0
15603230,Nelson,571.0,France,Female,72,3.0,73408.73,3,1,1,136087.19,0
15603231,Hernandez,639.0,Spain,Male,55,3.0,67395.64,1,1,0,153851.32,0
15603232,King,721.0,France,Female,49,5.0,40658.02,1,1,1,32304.27,0
15603233,Smith,600.0,France,Female,54,3.0,109504.47,1,1,0,105913.17,0
15603234,Lewis,570.0,Spain,Male,54,6.0,0.0,2,1,0,65371.81,0
15603235,Lewis,720.0,Germany,Male,51,8.0,117891.03,1,1,1,42378.71,0
15603236,Jackson,605.0,France,Male,56,5.0,192229.73,1,1,0,75494.34,0
15603237,Roberts,702.0,Germany,Male,61,10.0,53910.29,2,1,0,29634.51,0
15603238,Hall,543.0,France,Female,60,7.0,0.0,1,0,0,154480.88,0
15603239,Johnson,520.0,Spain,Female,47,3.0,87949.13,1,1,0,3039.48,0
15603240,Hernandez,723.0,France,Female,51,2.0,0.0,2,1,0,152587.91,0
15603241,Hernandez,674.0,France,Male,43,0.0,94855.54,1,1,1,15733.7,0
15603242,Hall,739.0,Germany,Male,59,0.0,130115.97,2,1,1,88559.3,0
15603243,Sanchez,599.0,France,Male,46,7.0,79608.46,2,1,0,52329.13,0
15603244,Torres,574.0,Germany,Female,34,8.0,142170.79,1,0,1,127621.16,0
15603245,Green,781.0,France,Male,48,5.0,63127.17,1,1,1,192882.43,1
15603246,Hill,504.0,Spain,Male,60,1.0,0.0,1,1,1,40599.26,0
15603247,Jones,770.0,France,Female,61,4.0,54176.68,2,1,1,129865.18,0
15603248,Davis,777.0,Spain,Female,69,6.0,19241.66,2,0,1,98712.56,0
15603249,Martin,733.0,Germany,Male,88,3.0,40636.91,2,0,0,155954.45,0
15603250,Taylor,584.0,Spain,Female,54,5.0,133615.65,2,0,1,110169.14,0
15603251,Nguyen,572.0,France,Male,52,5.0,0.0,1,1,0,94195.86,1
15603252,Davis,630.0,Germany,Female,56,1.0,50231.67,1,1,0,162904.48,1
15603253,Jackson,526.0,Spain,Female,50,1.0,135829.06,2,1,1,,0
15603254,Lopez,558.0,France,Female,42,0.0,0.0,1,1,1,189959.69,0
15603255,Martinez,712.0,Spain,Male,42,6.0,56152.63,2,1,1,21624.02,0
15603256,Rodriguez,712.0,Spain,Female,53,9.0,72373.0,1,1,1,182255.17,0
15603257,Martinez,549.0,Germany,Male,74,10.0,143512.15,2,1,1,127341.13,0
15603258,Lewis,715.0,France,Male,49,7.0,0.0,1,1,1,187448.44,0
15603259,Lee,694.0,France,Female,63,10.0,72518.21,2,1,1,142627.01,0
15603260,Perez,795.0,Germany,Male,70,4.0,86613.16,1,0,1,39416.53,0
15603261,White,705.0,Spain,Female,63,8.0,0.0,1,1,0,148904.91,1
15603262,Nguyen,752.0,Spain,Male,65,5.0,245613.56,1,1,0,28587.19,0
15603263,Baker,696.0,Germany,Male,42,4.0,152447.33,2,1,0,95754.38,1
15603264,Clark,744.0,France,Male,51,7.0,51814.91,1,1,1,32559.63,0
15603265,Allen,526.0,France,Male,39,10.0,132475.46,2,1,1,142220.83,0
15603266,Torres,638.0,Germany,Female,47,5.0,66788.59,2,0,0,76758.28,0
15603267,Wright,646.0,Spain,Female,41,7.0,167785.38,1,0,0,198762.11,1
15603268,Miller,627.0,Germany,Female,60,2.0,0.0,2,1,0,143082.64,1
15603269,Roberts,693.0,Spain,Female,41,5.0,56371.62,2,1,0,189059.96,0
15603270,Rodriguez,711.0,France,Male,42,7.0,146872.46,1,1,1,196669.07,0
15603271,Lee,688.0,France,Female,53,3.0,113326.7,2,0,1,167615.58,0
15603272,Allen,633.0,France,Male,37,8.0,0.0,2,0,1,130781.0,0
15603273,Lee,579.0,Germany,Male,86,8.0,90535.15,2,1,1,121505.03,1
15603274,Gonzalez,755.0,France,Male,51,9.0,70569.47,2,1,1,104535.94,0
15603275,Campbell,684.0,Spain,Male,70,,117922.3,1,1,1,53351.34,0
15603276,Brown,552.0,France,Female,42,6.0,240556.97,2,1,0,152457.88,0
15603277,Gonzalez,631.0,France,Male,58,6.0,0.0,2,1,0,59639.18,0
15603278,Roberts,483.0,France,Female,61,10.0,82209.29,2,1,0,63127.77,0
15603279,Torres,653.0,Spain,Male,44,3.0,34656.53,2,1,1,139050.81,0
15603280,Jones,631.0,France,Male,64,0.0,69813.74,2,1,1,110032.13,1
15603281,Nguyen,595.0,Germany,Female,47,4.0,95390.77,1,0,1,161916.23,0
15603282,Carter,802.0,Germany,Male,49,4.0,0.0,1,1,0,80737.88,0
15603283,Jones,539.0,France,Male,44,6.0,133827.07,2,0,1,122823.18,0
15603284,Lee,718.0,Germany,Female,65,1.0,0.0,2,1,1,51220.17,0
15603285,White,850.0,France,Female,58,2.0,0.0,2,1,0,143452.6,0
15603286,Miller,753.0,France,Male,57,10.0,67168.29,1,0,1,99928.02,0
15603287,Hernandez,647.0,France,Male,56,5.0,70589.38,1,1,0,3969.7,0
15603288,Rodriguez,541.0,Germany,Female,57,4.0,0.0,1,0,0,157405.77,1
15603289,Martinez,519.0,Spain,Male,46,0.0,100405.9,2,1,0,32898.14,0
15603290,Lee,610.0,France,Male,63,0.0,131837.68,1,0,1,50296.51,0
15603291,White,584.0,Spain,Male,45,8.0,0.0,2,1,1,154329.58,0
15603292,Lopez,581.0,Spain,Male,57,6.0,28890.84,2,1,1,44912.42,0
15603293,Anderson,619.0,Spain,Female,52,4.0,110384.89,2,0,0,66273.55,0
15603294,Martinez,640.0,Spain,Female,48,4.0,55886.72,1,1,0,58529.31,0
15603295,Flores,697.0,Germany,Male,53,4.0,116493.68,3,1,1,35238.98,1
15603296,Hernandez,,Spain,Female,57,8.0,55720.3,1,0,0,56163.62,1
15603297,Rivera,585.0,France,Female,63,9.0,0.0,1,1,0,53805.31,0
15603298,Clark,635.0,Germany,Female,55,4.0,66747.03,2,1,0,181088.61,0
15603299,Green,631.0,France,Female,67,4.0,67386.93,2,0,1,112626.74,1
15603300,Young,826.0,Spain,Female,47,4.0,0.0,2,1,1,27459.15,0
15603301,Wilson,672.0,Spain,Male,51,5.0,0.0,2,0,1,164728.04,1
15603302,Walker,495.0,France,Male,60,3.0,0.0,2,0,0,98350.77,0
15603303,Wilson,690.0,France,Female,42,3.0,124724.73,2,1,0,123649.89,0
15603304,Garcia,702.0,Spain,Female,92,5.0,0.0,2,0,0,58038.82,0
15603305,Gonzalez,638.0,Germany,Male,65,8.0,72833.02,2,1,0,112235.21,0
15603306,Wilson,534.0,Germany,Male,43,3.0,158625.52,1,1,0,129573.51,1
15603307,Miller,819.0,Spain,Female,80,4.0,129766.58,1,1,0,68989.25,1
15603308,Johnson,547.0,France,Male,47,2.0,187047.89,2,0,0,172030.91,0
15603309,Mitchell,713.0,France,Female,78,5.0,40772.03,1,0,0,161518.87,0
15603310,Sanchez,669.0,Germany,Female,63,1.0,78425.76,2,1,1,149040.57,1
15603311,Lee,708.0,France,Male,40,5.0,72772.03,4,1,1,30876.28,1
15603312,Campbell,814.0,Spain,Female,45,7.0,112474.52,1,1,0,72191.56,0
15603313,Lopez,704.0,France,Female,41,7.0,58274.01,2,0,1,3942.11,0
15603314,Lee,596.0,France,Male,51,6.0,62089.74,2,0,1,79059.99,0
15603315,Nelson,756.0,Spain,Male,66,5.0,0.0,2,1,1,78571.11,0
